,Review,Brand,Total Rating,Look Rating,Smell Rating,Taste Rating,Feel Rating,Overall Rating
1256,"Serving: Can', '\nCanned: Aug-10-2022', '\n', '\nPours like they all do... Very nice, glowing orange haziness with a creamy cap that sticks around till the end. Aroma and flavor are a complex, layered mixture of tropical and non-tropical fruits and different ""green"" characters just like the OG Green (probably my favorite beer, and definitely my favorite NEIPA) but turned up a bit. This does not drink like a gimmick. Nose is still a little rough around the edges. But is a melange of sticky, resinous fruit. The flavor is grapefruit oleo, underripe guava, green mango, pine sap. It is so wonderfully sappy-yet-sweet and hop layered/laden. It reminds me of the first time I had Heady Topper*. Morning dew in the Rockies at the break of day after a late night around the campfire. Hot dogs. America. Fuck. So good.', '\nTruly loverly.', '\n', '\n*-Sweet Jesus, is this an old school/throwback/nostalgia NNEEIIPPAA? on est-tu rendus là?', '\n', '\nTip of my hat to you, K-Cizzle. Looking forward to seeing how this one ages lol', '\n', '\n4.75...4.5...4.75...5...5",Very GGGreennn ,4.75,4.5,4.5,4.75,5.0,5.0
1257,"I have not rated a beer in awhile, but this one deserves the effort. For a second I thought I had Very Green in two different labels and wondered why this one tasted so much better. I brought back a couple of cases from my camping trip of all sorts of shades of Green. The sweet floral aroma out of the can translated right into the flavor and held strong the whole way through to the end of the can. That is rare. The malt backbone was just strong enough to hold it all together without getting in the way. Wow! I wish I had more.', '\n', '\nOne more note: This tasting was after the beer was in the can for 1 1/2 months.",Very GGGreennn ,5.0,5.0,5.0,5.0,5.0,5.0
1258,"16oz can dated 6/2/22.', '\n', '\nPours turbid gold with plenty of tattered lacework and persistent retention. Pineapple pith with spruce bark and a hint of mint bubblegum in the nose. Medium bodied with a full, frothy body. Dried pineapple with grapefruit and pine on the palate. Finishes with minimal malt and a drying bitterness.",Very GGGreennn ,4.4,4.25,4.25,4.5,4.25,4.5
1259,"This beer pours a beautiful, turbid pineapple color with a creamy oatmeal head that coats the glass all the way down. The nose features a significant dank citrus note, along with spicy passion fruit, mango, and pineapple aromas.', '\n', '\nThere’s dank citrus flavors up front on taste, but it’s that passion fruit/mango/pineapple trifecta that makes this beer for me, and the full, creamy mouthfeel that accompanies the bit of hop bite at the back end is just the cherry on top of this excellent beer.",Very GGGreennn ,4.5,4.5,4.5,4.5,4.5,4.5
1260,"Canned on 6/2/22; consumed on 6/17/22', '\n', '\nPours a turbid, mango purée-esque body topped with multiple fingers of rich, fluffy, slightly off-white foam; excellent head retention leaves a finger of creamy cap, a large, frothy collar, and thin, soapy curtains of webby/spotty lacing draping down the entirety of the walls of the glass.', '\n', '\nAromas of dank peppermint beneath layers of juicy pineapple and mango slices dominant, with dense undertones of bubblegum yeast accented by papaya as a subtle, bready malt welcomes an earthy, catty stank to the back end of the bouquet.', '\n', '\nTaste highlights orange contrasted by sweeter peach upfront, progressively dank and overripe into musty passionfruit and guava over the mid-palate as a catty dank proceeds into bready malt easing into mossy undertones on the finish.', '\n', '\nMouthfeel offers a medium-full body and a moderate carbonation, rounded and fluffy to a peak of creamy overtones and contrasting juicy, boggy resins; a hop twang emerging in the back end guides to a refined, earthy grit marking the finish.', '\n', '\nMyriad juicy fruits and boggy hops bring an onslaught of lush, full-flavored character within an overtly resinous containment; supremely, comprehensively expressive, this is an immense display of hop variation from Tree House at its peak.",Very GGGreennn ,4.42,4.75,4.5,4.25,4.5,4.5
1261,"Best of the green line - and by far - the extra kettle hop delivers just the perfect amount of hop bite, but is extra smooth and creamy in mouthfeel.",Very GGGreennn ,4.99,4.75,5.0,5.0,5.0,5.0
1262,"16 oz can, dated 5/2/22, poured into a teku', '\n', '\nA- A hazy golden orange with a two finger white head.', '\n', '\nS- Tropical fruits, mango, papaya, some sweet cantaloupe, some grapefruit, pineapple, slightly dank.', '\n', '\nT- Tropical fruits, mango, grapefruit, dank, slightly earthy, some melons.', '\n', '\nM- Smooth, creamy, medium to full body.', '\n', '\nO- Another great NEIPA from Tree House, not the juiciest from them, but flavors are nicely balanced.",Very GGGreennn ,4.61,4.5,4.75,4.5,4.5,4.75
1263,"Tree House Brewing Co. ""Very GGGreennn""', '\n16 fl. oz. can coded ""SOCKS WITH SANDALS?? 05/02/22 10:45:57"". Sampled on 05/14/22', '\n$21.20/4-pk at the brewery on 05/12/22', '\n', '\nNotes via stream of consciousness: I\'m not really sure what this is other than a variation of ""Green"" so I\'ll leave that up to you to research, I\'m just going to drink it! It\'s poured a murky golden/brass colored body beneath a finger\'s width of creamy white foam. The aroma expresses passionfruit, soft orange, nectarine, and hop resins. Tasting it reveals a sweetish, basic malt that\'s bready and must be made up of of 2-row brewers malt as well as wheat and oats although I can\'t taste the oats specifically. I\'m finding passionfruit, pineapple, peach, orange, and lemon/lime as well as more hop resin. There\'s a lot of hop bite to it, and a decent amout of bitterness although there\'s also a lot of malt to balance it. Things are becoming clearer to me now - this is a double IPA, and not just a more heavily hopped version of ""Green"". I actually like it better. The additional maltiness softens it and allows the hop flavors to come through more clearly. It seems less bitter, although it\'s probably got more IBUs. Beyond that, the hop bite is smoothed out. There\'s additional alcohol but it doesn\'t stick out any more than you want it to in a double IPA. It\'s dry in the finish but not as dry as the original, and it\'s certainly not as seemingly bitter and biting overall. I find it very rounded and smooth, while at the same time still a bit of a hulk of a beer. I\'m about halfway through so let me comment on the head retention and lacing, and then the mouthfeel. The head has held up really well and I still have a creamy surface covering. The lacing covers the glass with swirling \'stained glass\' and sweeping waves breaking into spots of sea foam. Almost all of the Treehouse beers have great head retention and lacing and this is no exception. In the mouth it\'s medium-full in body and beautifully smooth and fluffy. I am impressed!', '\nReview #7,969",Very GGGreennn ,4.47,4.5,4.25,4.5,4.75,4.5
1264,8/20/2022,Truth - Vanilla Bean ,4.84,5.0,4.75,4.75,5.0,5.0
1265,2/6/21,Truth - Vanilla Bean ,5.0,5.0,5.0,5.0,5.0,5.0
1266,"Pours onyx black with a dark brown film atop, which results in a small layer of lacing at the rim of the glass.', '\n', '\nAromas on this are defined by complex flowery and spicy vanilla, bakers chocolate and lighter molasses among a well accentuated, toasty, oaken barrel.', '\n', '\nThe beer’s mouthfeel is rich and decadent, smooth and heavy with a fitting lower carbonation, which manages to develop a late effervescence, leading to a pleasant refreshment.', '\n', '\nTastes of milk chocolate, spicy molasses and toffee, together with a warming, weatherbeaten, yet elegant, sweet and flowery appearing barrel. Got an earthy coffee bean dry- and roastiness going on, gently balanced by lots of soothing whipped cream and chocolate cake. Finishes with a warming, sweet spiciness, lingering, licorice accompanied vanilla bean and more chocolate among an evenly spicy, yet toasty maintaining barrel dryness.', '\n', '\nThis got an A+ balance to it with a truly fulfilling mouthfeel and a well working adjunct, establishing a nice interplay with the prominent barrel in this. Well done!",Truth - Vanilla Bean ,4.25,3.75,4.25,4.25,4.5,4.25
1267,"31 May 2021 - Beer #245', '\n', '\nPrice: $18.00 at the brewery', '\n', '\nIt pours a viscous black color in the glass with a mocha-colored head. When poured cold, the flavor profile leads with chocolate wafer cookies, bourbon-vanilla heat, and rich dark chocolate. As it warms, the true complexity emerges. We taste and smell bourbon chocolate chip cookie dough, bourbon vanilla ice cream, tootsie rolls, and smooth chocolate syrup.', '\n', '\nThe vanilla addition serves to soften the bourbon and chocolate character of the base beer making the whole presentation more confectionary and decadent like chocolate vanilla syrup.', '\n', '\nAppearance: 4 - definitely black, but poured a bit thin. Not much head.', '\n', '\nNose: 5 - oh my. No explosion in the nose, just smells very well blended and not too sweet.', '\n', '\nTaste: 5 - hmm, really interesting. Not too much vanilla. The barrel really hits on the back end.', '\n', '\nMouth: 5 - much thicker than expected. Supremely smooth. Incredibly well crafted.', '\n', ""\nOverall: 5 - okay, I wasn't blown away. Could have used more vanilla, but I'm nitpicking."", '\n', '\nCheers!",Truth - Vanilla Bean ,4.94,4.0,5.0,5.0,5.0,5.0
1268,"This is probably only second to Good Morning in terms of stouts from Tree House. Luscious vanilla bourbon goodness that coats the tongue. This is rich and viscous, and as it warms the vanilla comes out. Each brewery has its own nuances, and this brew excels at showcasing the vanilla character, married to sweet and robust bourbon. Seek this out if you can!",Truth - Vanilla Bean ,4.74,4.5,4.75,4.75,4.75,4.75
1269,WOW! First of all it’s great to finally have Treehouse barrel aging their beer. They jump right in with this one and it is as good as anything I have had other than KBBS. Kudos!,Truth - Vanilla Bean ,4.83,5.0,5.0,4.75,4.75,4.75
1270,Full bodied...rich feel...sticky lace all over the glass...huge vanilla scent and flavor...mild barrel character and ridiculously smooth. Abv is there...a sure supper. This was really well made and am looking forward to more of their barre offerings if this is a hint of what is to come.,Truth - Vanilla Bean ,4.8,4.5,5.0,4.75,4.75,4.75
1271,"Drank from a 12 oz. white wax dipped bottle purchased at Tree House Brewing Company, Charlton, MA', '\nServed in a Tree House teku', '\n', '\nViscous, complete pitch black appearance. The dense, oily looking body was capped by a small film of coffee colored bubbles that quickly dissolved. A thin, lasting ringlet encircled the liquid.', '\n', '\nThe aroma was a bit underwhelming initially but improved dramatically after a few minutes. Fresh vanilla bean came through strong. Good amount of sweet, sticky caramel and toffee pudding notes too. Moderate bourbon presence. As the beer warmed, both the bourbon and the vanilla really intensified. Dark fruits were also apparent.', '\n', '\nThe flavor profile was just as impressive as the aroma. Super rich, malty and robust. Nice roasted and caramel malt presence on the front end. Loads of fresh vanilla bean too. Moderately sweet. Dark fruits were detectable in the center. Bit of chocolate fudge as well. Bourbon barrel notes appeared as the beer moved along the palate and intensified on the finish. More lingering boozy bourbon, vanilla and sweetness after the swallow.', '\n', '\nOutstanding mouthfeel. Rich, creamy and full bodied for the style. Super oily and dense on the palate. The liquid contained a finely bubbled, moderate effervescence that turned super frothy and smooth. After a few sips, the beer deposited a sticky film on my lips.', '\n', '\nTree House’s Blend Two was a big disappointment, but Vanilla Bean Truth definitely lived up to the hype. The fresh vanilla bean notes were intense but not overwhelming, and the bourbon presence was punchy though not overly hot or boozy. I hope these guys continue to releases more barrel-aged bangers like this.",Truth - Vanilla Bean ,4.91,4.25,5.0,5.0,5.0,4.75
1272,"I wish it had a bit more vanilla and roastiness on the nose, but the flavor is so exquisite that I forget all about it. It’s rich, vanilla frosting, creme brûlée, dark chocolate and finishes with oaky barrel char bitterness. It’s silky smooth, like all Tree House stouts, and there is no boozy burn. It’s the best Tree House stout I’ve had.",Truth - Vanilla Bean ,4.63,4.75,4.25,4.75,4.75,4.75
1273,"Lived up to expectations. Perfect blend of a fantastic tasty stout with just the right thickness and sweetness. Vanilla is just noticeable to bring great balance to the marshmallow and bourbon taste. The bourbon is noticeable from sip one and comes alive with that awesome bourbon burn on the tongue more and more as it warms - but never overwhelms. Always smooth, always a great mouth feel. Can’t wait for the next TH BA release.",Truth - Vanilla Bean ,5.0,5.0,5.0,5.0,5.0,5.0
1274,"Poured from a 12 oz bottle (after 25 minutes of fucking with the wax thank you Tree House) into a stemmed harmony glass. Gotta keep it classy..', '\n', ""\nThe pour is pitch black with a 2 finger effervescent milk chocolate head. The head quickly dissipates into a blanket of creamy foam. Doesn't leave any lacing but looks gorgeous after it settles."", '\n', '\nThe aroma brings notes of earthy oak, sweet bread, bourbon and vanilla before a wave of dark chocolate, coffee, and dark fruits. ', '\n', ""\nThe flavor is definitely stupid. Lots of bourbon and vanilla on the front, followed by a tidal wave of milk chocolate, dark chocolate fudge, chocolate chip cookie dough ice cream, caramel, sweet bread, and roasted coffee. There's some subtle notes of fig on the back. Wow."", '\n', ""\nThe feel is about what you'd expect: Full-bodied and chewy as hell, creamy, syrupy and full of booze. One of the thickest beers I've ever drank. Ridiculous, but also extremely difficult to finish even a 12 oz pour."", '\n', ""\nOverall, this is the first BA stout I've ever had from Tree House, and...the 2nd they've ever brewed (not certain about that)? Regardless, it's pretty much what you would expect if you love TH stouts as much as I do. The bourbon is strong but never comes close to overwhelming the other flavors. Incredibly rich and full. The price point is hard to justify but it's absolutely worth trying if you can.""",Truth - Vanilla Bean ,4.75,4.5,4.5,5.0,4.5,4.75
1275,"Look...the usual impeccable staw yellow with a frothy well carbonated head', '\nSmell...overripe peach and mango with citrus tropical fruity with yeast and dank.', '\nTaste...Boozy explosion in a good way because the drying and the underlying drying and whirlwind of flavors seem to explode and dissipate. Very intricate layering of flavors. Melon, mango, and pineapple overtones. Absolutely drenched in hop sauce', '\nFeel...a usual pillow juicy and sticky. Tons of lacing and full character yet so easy to drink', '\nOverall..This beer kicks some serious butt. There is no way to lose trying this beer because the boys up in Chartlon are killing it as usual. Harder for me do to differentiate from Very Hazy but still different and good",Very HHHazyyy ,4.5,4.5,4.5,4.5,4.5,4.5
1276,"16oz can dated 5/27/22.', '\n', '\nPours cloudy yellow with plenty of tattered lacework and persistent retention. Peach, pineapple, and white grape in the nose. Medium bodied with a soft mouthfeel. Juicy tropicals on the palate and a bit dank with minimal malt or bitterness. Peach, pineapple, and orange pith. Finishes dry with lingering dried peach.",Very HHHazyyy ,4.3,4.25,4.25,4.25,4.25,4.5
1277,"Appearance - The beer was golden orange with a bubbly white head. ', '\n', '\nSmell - The beer had an orangey nose, perhaps a slight vanilla hint. ', '\n', '\nTaste - Orange. There was some bitterness and perhaps a bit of lemon and melon. There was a little hint of vanilla. There was a lighter bitterness at the finish. ', '\n', '\nMouthfeel - The beer was thick, and modestly carbonated. ', '\n', '\nOverall - This was the winning Tree House for the evening.",Very HHHazyyy ,4.49,4.25,4.5,4.5,4.5,4.5
1278,"a: super hazy matte pale orange color with a slight copper tinge. large, 3 finger solid, yet frothy, off-white head', '\n', '\ns: the aroma hits you as soon as you pop the can. tangerines, guava, passionfruit, and pineapple. juicy mango, dragonfruit, and a hint of tangy peach juice. some crackers in here, and some mellow orange and grapefruit. extremely juicy', '\n', '\nt: huge hit of fresh melon right away. tangerines, clementines, ripe mango, and peach behind that. guava and kiwi. papaya and some faint sweet pineapple. my goodness, this is very tasty', '\n', '\nm: medium mouthfeel, not extremely fluffy. carbonation is moderate, which really helps', '\n', '\no: absolute melon bomb here. juicy and balanced. very easy to drink and absolutely delicious - outstanding stuff",Very HHHazyyy ,4.68,4.5,4.5,4.75,4.75,4.75
1279,"Poured into a 13 oz Teku glass canned on 5/27/22. Pours a Very HHHazyyy orange with a finger plus sticky white head that leaves a bunch of thick streaks of lace, with excellent retention. 5', '\n', '\nAroma is peach, tangerine, papaya, passionfruit, and apricot. 5', '\n', '\nTaste peach, tangerine, papaya, passionfruit, and apricot really balanced and rather insane. 5', '\n', '\nMouthfeel is above average, not sticky or dry, soft creamy carbonation, and at 8.8% it has huge flavor but insanely drinkable. 5', '\n', '\nOverall this is as good as it gets for me. Huge WOW factor. 5",Very HHHazyyy ,5.0,5.0,5.0,5.0,5.0,5.0
1280,"#125, yummy!",Very HHHazyyy ,4.9,5.0,5.0,5.0,4.0,5.0
1281,"From a 16oz can dated 5/27/22 into a tulip. Can message: Beer...Beer...Beer...Diddly Beer...', '\n', '\nPours a thick opaque light yellowish, brownish orange with about two and a half fingers of slightly off-white head. Incredible retention and lacing.', '\n', '\nHuge aroma. Smells of mangoes, mandarins, peaches and canteloupe. Some earth in the background on warming.', '\n', '\nTaste is bitterness up front-earth and pine with juice in the background-citrus and mango. nice balance of juice and bitterness.', '\n', '\nSoft, full-bodied, thick mouthfeel. Medium carbonation. Citrus rind aftertaste. ', '\n', '\nYeah, well, this is incredible. Incredibly balanced for a bigger beer.",Very HHHazyyy ,4.61,5.0,4.5,4.75,4.25,4.5
1282,"16 oz can. It says ""It had to happen"". Well so did this review.', '\n', '\nPours a muddy pale gold color with a finger of fluffy, effervescent white head. Smaller head than expected, but the retention is real. Leaves a massive crown of lacing along the top of the glass.', '\n', ""\nOh my dear lord the smell of this beer. How is there no fruit puree here? There's a nuclear amount of stone fruit, as well as some fresh mango, pineapple, orange, and grapefruit pith. The signature Tree House yeast is also very present with a hint of vanilla."", '\n', '\nThe flavor follows the nose to a T, but adds a nice vanilla bean character, as well as some melon and fruit stripe bubblegum. This is just stupid.', '\n', '\nThe feel is medium-full bodied with lower carbonation. Creamy and pillowy soft. A hint of booze.', '\n', ""\nOverall, this beer is absolutely deserving of any hype it receives. I am a long admitted Tree House fanboy, but I'd consider myself well-versed with NEIPA's and can tell which ones are good and which ones are not, regardless of bias. This one is unquestionably good.""",Very HHHazyyy ,4.71,4.5,4.75,4.75,4.5,4.75
1283,"Hazy is a good description of the look. The smell jumps out to you from 18” away persuading you to “drink me”. Taste is very pleasant, feels good in the mouth and going down. Love this beer.",Very HHHazyyy ,4.61,4.0,4.75,4.5,4.75,4.75
1284,"16oz. Can served in a tulip. Pours a dull orange with a loose, quarter inch, off-white head embedded with pinpricks and a hazy clarity. Nose is (wait for it) … juicy. Notes of navel orange, tropical fruit and pith. Taste follows nose with a light herbal/medicinal bitterness that lingers at the finish. Mouthfeel is light-medium in body with an assertive carbonation and a slight oiliness to the texture. Overall, decent but no different than most of their hazy IPAs.",JJJuiceee Machine ,4.25,4.25,4.25,4.25,4.25,4.25
1285,"Canned 8/11/22. Purchased 8/16/22 at Charlton.', '\n', '\nL: Pours an opaque dark gold with a thick fluffy head with big bubbles. Wild looking lacing.', '\n', '\nS: Aromas of mango and orange creamsicle, although fairly faint.', '\n', '\nT: Mango up front, then orange and tangerine. Finishes with grapefruit and a slightly dry bitterness. The flavors are encased by a supercharged hop character that creates a mild astringency.', '\n', '\nF: Soft mouthfeel. Medium carbonation.', '\n', '\nO: Enjoyable flavor profile but docked a notch for the hop burn.",JJJuiceee Machine ,4.33,4.5,4.0,4.5,4.5,4.25
1286,"From a 16oz can, dated 08/11/22. Space juice. Served in a spiegelau IPA glass.', '\n', '\nPours a thoroughly opaque, murky mango colour with a finger or so of super-soft, sudsy head. Retention is quite good, leaving a sudsy cap and a tattered blanket of foamy lacing.', '\n', '\nNose is unexpectedly quite feeble. Subtle aroma of that signature TH peachy-bubblegum-yeasty thing but too faint to say much more than that.', '\n', '\nTaste follows the nose inasmuch as it isn’t as intense as I expected - which isn’t entirely a bad thing. Tasting fleshy peach, tangerine peel and a shit-ton of macerated bitter green tree leaves. The usual, expected supporting notes of mango, grapefruit juice, papaya and sticky pineapple.', '\n', '\nFeel is… this can is, what, nearly two weeks old and the hop-onslaught is still so intense that it no-shit made my throat constrict! I actually took a moment to wonder which of my neighbours was most likely to have an epi-pen. Aside from that, it’s soft and juicy, medium bodied and brightly carbonated. Dry, sticky lips.', '\n', '\nOverall, aside from the epic hop-burn, it’s not as crazy as I might have expected - which, again, aside from the price, isn’t entirely a bad thing. Hey! what do you know, this is the 103rd Tree House beer I’ve reviewed. Point being: this one is virtually indistinguishable from probably 90% of the other TH NEIPA’s I’ve had. I could actually see myself drinking this on the regular, if my throat didn’t clench up and choke me to death.",JJJuiceee Machine ,4.28,4.25,3.75,4.5,4.25,4.5
1287,"poured from 16 oz can', '\n', '\nopaque orange yellow in color, white head. huge tropical and citrus fruit aroma. similar taste, pretty sweet but enough of an underlying bitterness to prevent from being cloying. nice soft slick mouthfeel",JJJuiceee Machine ,4.22,3.75,4.25,4.25,4.25,4.25
1288,"Canned 2022/08/11', '\nPours a large frothy thick 1.5 finger head with great retention, wispy lacing, hazy cloudy pale color', '\n', '\nNose loads of citrus, orange cream, tangerine, mango, creamy flaked proteins, super juicy', '\n', '\nTaste super juicy again, big citrus, orange cream, tangerine, clementine, mango sorbet, some pith, hint of papaya and Grapefruit, touch of bitterness, very dry finish with med bitterness', '\n', '\nMouth is med bod, super creamy soft, med high frothy creamy carb', '\n', '\nOverall good but that same as most TH NEIPAs",JJJuiceee Machine ,4.22,4.5,4.25,4.25,4.25,4.0
1289,"16oz can dated 6/1/22.', '\n', '\nPours cloudy yellow with an inch of white fluff. Moderate retention and lacing. Lush tropicals in the nose. Mango, papaya, peach, tangerine, and pineapple. Medium bodied with soft, creamy mouthfeel. Juicy citrus on the palate with minimal malt or bitterness. Peach, mango, orange, and pineapple. Finishes fairly dry but extremely juicy.",JJJuiceee Machine ,4.49,4.25,4.5,4.5,4.5,4.5
1290,"Drank from a 1 pint can purchased at Tree House Brewing Company, Charlton, MA', '\n06/01/22', '\nServed in a tulip', '\n', '\nCloudy yellow ochre appearance. The turbid looking body was topped by a small, creamy, bright white crown that slowly transformed into a thin dollop of froth. Streaky, drippy lacing coated the glass and stuck around until the drink’s end.', '\n', '\nThe aroma was impressive. Really fruity and bold. Honeydew melon notes were most prominent. Peach and apricot also came through strong. Good dose of sticky mango too. Nice citrus presence as well. Juicy orange notes stuck out. After the head died down, the dry, chalky, proprietary Tree House yeast character appeared.', '\n', '\nThe flavor profile was very solid. Big honeydew melon presence up front. Loads of ripe peach too. Citrus notes took over mid palate. Nice melding of sweet, juicy orange and tangy tangerine. White grapefruit appeared on the back end. Pithy, bitter, grapefruit rind-like notes rounded things out in the finish.', '\n', '\nExcellent smooth, creamy, fluffy mouthfeel. Medium bodied for the style. The liquid contained a fine, zippy effervescence that turned frothy and slick on the palate.', '\n', '\nLike the original Juice Machine, this beer was super fruity and bright up front but quite pithy and bitter on the finish. Although I really enjoyed it, there are many Tree House IPAs that are better.",JJJuiceee Machine ,4.4,4.5,4.5,4.25,4.5,4.5
1291,"Pours a turbid orange color with an egg white colored head that is creamy and leaves thick lacing rings down the glass. Magnificent looking hazy, IMHO. The nose is rife with dank ripe oranges and mango, with some pineapple and melon as well.', '\n', '\nThe taste is focused on the ripe orange and mango flavors, with some melon and pineapple for kicks. There is zero discernible alcohol, quite impressive for an 8.8% ABV beer.', '\n', '\nThe mouthfeel features that trademark full, pillowy Tree House mouthfeel that keeps reeling you in for another sip. If you enjoy hazies (and I do), Tree House is your Holy Grail. World class stuff, IMHO.",Emperor Julius ,4.5,4.5,4.5,4.5,4.5,4.5
1292,Need ti try it fresh...rated on 2 months old can.,Emperor Julius ,4.25,4.25,4.25,4.25,4.25,4.25
1293,"Canned on: 08-24-22', '\n', '\nA - Dark orange gold color with dense, soapy white lacing.', '\n', '\nS - Very dank, juicy orange and mango totally dominate the nose (along with some pineapple). In fact, I could smell this beer from two feet away when I poured it!', '\n', '\nT - Follows the nose, and nothing but juicy dankness from start to finish. Juicy and pithy orange, mango, fruit rind, pineapple, and passionfruit from start to finish. Finishes on the sweeter side with some underlying citrus bitterness.', '\n', '\nM - Thick, pillowy soft, and chewy.', '\n', ""\nO - Maybe not a perfect 100 but it's high on the impressive list. Go get 'ya some.""",Emperor Julius ,4.41,4.25,4.5,4.5,4.25,4.25
1294,"""Ever think you've had too many IPA's and then you find one that makes you realize that you haven't tried everything worth having?"", '\n', '\nYeah, this was one of those beers.', '\n', ""\nOne of my friends went up there recently and brought down a bunch of their recent releases. All were solid, as was this, was it was a worthy iteration of the Julius family. Poured like orange juice, felt like orange, juice, and had possibly the best head and lacing that I've ever seen in a Tree House beer as it perfectly settled and left behind thick rings that nearly resembled a sheet. Quite a sight to behold as the sensory enjoyment easily bled over into the nose and taste. Loads of dewy forest, dank hops, apricot, stone fruit, turbid orange, and slick juice were found in both as the smell and flavor profile of this brew were one and the same. So smooth, so fun, and so easy to fall in love with, this had a nice body, hints of wheat in the taste, and went down *way* too easily with a bit bit of dankness and floral notes staying around in the aftertaste."", '\n', '\nI have no idea how this was 8.8% ABV as this felt like fermented juice with some hops and a bit of tropical fruit and swamp water thrown in for fun. Dated 8/24 on the bottom of the can with ""IT IS YOUR DESTINY"" written above it, the Star Wars reference was fun, just like the rest of this outstanding brew. Use the force, or whatever it takes, to get your hands on this and thank Tree House for still killing it after all of these years!",Emperor Julius ,4.46,4.75,4.25,4.5,4.5,4.5
1295,"Look - Great thick orangish color with a big white head and sticky lacing', '\nSmell - mango orange juice but with a bite ', '\nTaste - same as smell but w a bigger bite ', '\nFeel - thick and creamy', '\nOverall - really great beer but most of the other julius beers are better",Emperor Julius ,4.53,4.5,4.5,4.5,4.75,4.5
1296,"The body pours a faded orange with a nice fluffy head. Excellent lacing throughout.', '\n', '\nNose is a wonderful hoppy orange, peach and mango. Taste follows nose with the flavor muted a bit compared to aroma. Just enough bitterness to balance the beer, but not bitter as a sister beer like Juice Machine. A nice hop flavor rides the taste to an easy finish.', '\n', '\nVery good mouthfeel and carbonation is perfect making this one dangerously drinkable given its ABV, which is felt but not tasted.",Emperor Julius ,4.41,4.0,4.25,4.5,4.5,4.5
1297,Had this years ago and forgot to rate it. Fortunately a buddy made a run and grabbed 4 of these classics. If treehouse had never developed anything better this would still be a gold standard of the style. Delicious in every way.,Julius ,4.6,4.5,4.5,4.75,4.5,4.5
1298,"On draft at the brewery. Gorgeous in a tulip glass. Good mouth feel, I could definitely crush more than one of these. Tastes of citrus but not overwhelmingly so.', '\n', '\nAn excellent NEIPA but I could easily name half-a-dozen from around New England that I like at least as much. Clearly more sampling is necessary.",Julius ,4.53,5.0,4.5,4.5,4.5,4.5
1299,"Canned 7/21/22', '\n', '\nMy first foray into the Julius “family” was King Julius a couple hours ago, and after pouring this guy, I see - and smell - a lot of similarities. The regular version appears to be slightly paler than the double version, and the head dissipated more quickly as well.', '\n', '\nThe nose on this however is hitting me more in the face than “King.” I’m getting wafts of canteloupe, mango and orange, and it’s very citrus-forward. Smells fantastic.', '\n', '\nThe taste is very similar as well, although this tastes slightly more malty, and the feel is definitely nowhere near as chewy. I get much more melon lingering after the sip has faded, as well.', '\n', '\nI sipped on King Julius for more than an hour, but I feel like I would crush the regular version all day. Great beer.",Julius ,4.66,4.5,4.75,4.75,4.5,4.5
1300,Tree house brewery makes the BEST IPAs in the East Coast. Hands down! No competition.,Julius ,5.0,5.0,5.0,5.0,5.0,5.0
1301,"""Why is Tree House so hyped? Broad selection? OK, I get that. Rate the brewery high, but not their beers. The IPAs balanced but boring compared to a lot of others that are out there, their flagships like this one included. And I find this one a little too fizzy. I like the taste more than the feel. I'll happily drink it but wouldn't go out of my way for it (which is kind of what you have to do for Tree House).""",Julius ,4.09,4.25,4.0,4.25,3.75,4.0
1302,"Tree House Brewing Co. ""Julius""', '\n16 fl. oz. can coded ""WARM WEATHER UPON US 05/11/22 07:57:27"". Sampled on 05/13/22', '\n$15.20/4-pk at the brewery on 05/12/22', '\n', '\nNotes via stream of consciousness: It\'s poured a very cloudy brass-orange body beneath a finger\'s width of pillowy off-white foam. The aroma is not as bright as I thought it would be having just sampled a Juli-ish, which is their lower gravity/alcohol version of this. I\'m getting some sweetish malt that\'s grainy but not overly so as I can smell the oats as well. It\'s fruity with soft orange and peach. The flavor is bright, floral, citrusy, and otherwise fruity. I\'m getting orange, mango, melon, peach, passionfruit, and lime. There\'s some resin to it, and a touch of pine, but not as much as I found in the Juli-ish. I guess the little bit of extra malt here is covering it up. I will say that this is much better balanced and rounded though. It\'s got a median bitterness that keeps it in check across the palate and then leads to a dry finish. I should also note that I found a lot of ""hop bite"" in the smaller beer, but not as much here; that made it seem drier than this. There\'s not a lot of fruit lingering, but there is some, and it\'s a touch mineralish. Yeah, this is really nicely balanced. I could drink at least 4 of these in a row. How strong is it? Ahh, just 6.8%? Make that 6 in a row. In the mouth it\'s medium bodied but with a lot of extra proteins that makes it seem fluffier and somewhat fuller. It\'s gently crisp and then smooth. Based on what I\'d heard of this beer I was expecting a true juice bomb that tasted like orange juice but that\'s not the case, this is so creamy and smooth that it comes across like an orange-creamsicle.', '\nReview #7,967",Julius ,4.62,4.5,4.25,4.75,4.75,4.75
1303,"Very juicy. Great aroma, unlike 95% of all beers on the market. Truly a unique treat.",Julius ,4.95,5.0,5.0,5.0,5.0,4.75
